VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,25807,Hoopes Oakville Cab Svgn,39.21,59.99,750.0,89,3489.69,69.0,4139.309999999999,899.85,7.73,68054.70000000003,649.6199999999985,15.693920001159585,0.7752808988764045,1.186154070991979
9819,TREASURY WINE ESTATES,25538,St Clement Svgn Bl,8.27,11.99,750.0,3412,28217.240000000085,3086.0,37001.14000000024,16821.9699999998,344.1300000000083,14836.570000000003,8783.900000000154,23.739538835830725,0.9044548651817116,1.3112955058680482
4692,KOBRAND CORPORATION,13081,Dom Ferret Pouilly Fuisse,20.25,32.99,750.0,485,9821.25,466.0,14683.339999999936,9540.969999999948,51.62999999999988,9139.38,4862.089999999935,33.11297020977486,0.9608247422680412,1.495058164693897
17035,PERNOD RICARD USA,859,Beefeater Gin,17.29,22.99,1000.0,5093,88057.97000000007,5006.0,116057.94000000402,77401.63000000085,5256.300000000222,123780.21999999996,27999.970000003945,24.12585472394476,0.9829177302179462,1.3179720132090704
10754,PERFECTA WINES,25638,Browne Family Vyds Tribute R,21.56,32.99,750.0,302,6511.120000000002,210.0,6455.899999999984,4135.649999999986,23.269999999999968,28720.52,-55.220000000017535,-0.8553416254901356,0.695364238410596,0.9915191242059712
2242,DELICATO VINEYARDS INC,19190,Noble Vines 242 Svgn Bl,7.09,10.99,750.0,2312,16392.079999999984,2250.0,23829.50000000019,12646.06999999978,250.200000000004,7982.649999999999,7437.420000000206,31.21097798946745,0.9731833910034602,1.453720333234111
12546,JIM BEAM BRANDS COMPANY,3268,Pinnacle CranApple Vodka,7.63,12.99,750.0,1540,11750.200000000004,1987.0,19878.629999999925,14053.52999999974,1566.1099999999774,123880.97,8128.429999999922,40.89029274150157,1.2902597402597402,1.6917695017957073
3960,DIAGEO NORTH AMERICA INC,1657,Dalwhinnie Distillers Edtion,51.46,69.99,750.0,1042,53621.32000000002,1013.0,70899.86999999994,53822.30999999972,798.5799999999982,257032.0700000001,17278.549999999916,24.37035498090466,0.972168905950096,1.3222328357451831
3252,E & J GALLO WINERY,23542,Vin Vault Pnt Nr,6.86,18.99,3000.0,12,82.32,30.0,314.70000000000005,125.87999999999998,13.5,61966.91,232.38000000000005,73.84175405147761,2.5,3.822886297376094
90010,VINEXTRA INC,27558,Donatella Cinelli Colombini,35.94,54.99,750.0,120,4312.799999999998,48.0,2651.519999999999,1817.67,5.32,524.9400000000002,-1661.2799999999993,-62.65387400434468,0.4,0.61480244852532
8892,TRINCHERO FAMILY ESTATES,33210,Sycamore Lane Cab Svgn Cal,5.74,8.49,1500.0,2010,11537.4,1953.0,16580.969999999932,3947.849999999953,438.9300000000016,11595.970000000005,5043.569999999932,30.417822359005253,0.971641791044776,1.4371496177648284
1392,CONSTELLATION BRANDS INC,19243,Simply Naked Unoaked Pnt Nr,4.45,6.49,750.0,244,1085.8000000000002,87.0,564.6300000000003,415.3600000000004,9.63,79528.99,-521.1699999999998,-92.30292403875096,0.3565573770491803,0.5200128937189171
4425,MARTIGNETTI COMPANIES,26421,Villa Russiz Les Enfants Bia,13.81,20.99,750.0,133,1836.73,42.0,881.5800000000002,482.7700000000001,4.670000000000001,144929.24,-955.15,-108.3452437668731,0.3157894736842105,0.4799725599298755
7245,PROXIMO SPIRITS INC.,957,Hangar One Blueberry Vodka,21.37,27.99,750.0,1,21.37,6.0,167.94,167.94,4.74,38994.78000000001,146.57,87.27521733952602,6.0,7.858680393074403
10754,PERFECTA WINES,44708,Trentadue Old Patch Red Son,7.53,11.99,750.0,1243,9359.789999999995,1216.0,16351.839999999842,9360.029999999882,135.09000000000017,28720.52,6992.049999999845,42.76001966751088,0.9782783588093322,1.7470306491918992
4425,MARTIGNETTI COMPANIES,10609,Oyster Bay Chard Marlboro,7.84,11.99,750.0,13963,109469.92000000025,12925.0,127787.98999999948,37366.67000000096,1447.7099999999673,144929.24,18318.06999999924,14.334735212596511,0.9256606746401204,1.1673342777632358
4425,MARTIGNETTI COMPANIES,15234,J Lohr Cuvee Red St E,19.3,44.99,750.0,12,231.6,3.0,119.97,119.97,0.33,144929.24,-111.63,-93.04826206551635,0.25,0.5180051813471502
7245,PROXIMO SPIRITS INC.,3152,Three Olives Jacked Apple,7.91,10.99,750.0,2,15.82,61.0,670.3900000000003,527.5200000000002,48.06999999999997,38994.78000000001,654.5700000000003,97.64017959695104,30.5,42.37610619469029
8112,MOET HENNESSY USA INC,23874,Ruinart Champagne Gift Box,38.95,59.99,750.0,382,14878.900000000012,242.0,13772.579999999964,9588.319999999972,26.77999999999995,48347.26,-1106.320000000047,-8.032772363638838,0.6335078534031413,0.9256450409640468
4425,MARTIGNETTI COMPANIES,11216,Red Truck Znfdl Sonoma Cnty,8.16,11.99,750.0,6,48.96,6.0,71.94,11.99,0.68,144929.24,22.98,31.943286071726437,1.0,1.469362745098039
10754,PERFECTA WINES,27013,Bouchard Aine & Fils Fixin,26.48,39.99,750.0,168,4448.640000000001,40.0,1599.6,759.8100000000001,4.45,28720.52,-2849.040000000001,-178.1095273818455,0.238095238095238,0.3595705653862753
3924,HEAVEN HILL DISTILLERIES,5220,Basilica Sambuca,5.79,10.49,750.0,443,2564.97,910.0,7490.899999999935,3722.999999999953,716.8599999999992,14069.869999999995,4925.929999999935,65.75885407627892,2.054176072234763,2.9204630073645834
1392,CONSTELLATION BRANDS INC,19790,Anderra Carmenere,6.03,8.99,750.0,12,72.36,12.0,107.88,8.99,1.35,79528.99,35.52,32.92547274749722,1.0,1.4908789386401329
8150,SEA HAGG DISTILLERY LLC,6560,Rocky Peak Hard Cinnamon,13.76,18.99,750.0,5372,73918.72000000018,3900.0,72075.00000000015,40384.17000000046,3072.45999999999,935.52,-1843.7200000000305,-2.5580575789108937,0.7259865971705137,0.9750574685275932
8673,STE MICHELLE WINE ESTATES,23240,14 Hands Red Blend Ltd,5.4,7.99,750.0,958,5173.2,958.0,9570.419999999967,2917.079999999982,107.28000000000004,15919.700000000004,4397.219999999968,45.945945945945766,1.0,1.8499999999999936
7153,PINE STATE TRADING CO,5818,Tomahawk Maple Cream Liqueur,0.78,0.99,50.0,25,19.5,113.0,111.86999999999992,62.37000000000004,5.769999999999996,15884.819999999998,92.36999999999992,82.56905336551354,4.52,5.736923076923073
4425,MARTIGNETTI COMPANIES,21407,Bartenura Ovidia Est Chianti,9.14,13.99,750.0,108,987.12,147.0,2056.5300000000007,1161.1700000000003,16.319999999999986,144929.24,1069.4100000000008,52.00070020860383,1.3611111111111112,2.083363724775104
9815,WINE GROUP INC,21308,Chloe Pnt Grigio,7.38,12.99,750.0,8624,63645.11999999986,7046.0,79159.54000000136,39193.20000000089,784.6300000000373,27100.41,15514.420000001504,19.59892642125161,0.8170222634508348,1.2437644865780997
9165,ULTRA BEVERAGE COMPANY LLP,2151,Bain's Cape Mountain Whisky,26.42,36.99,750.0,371,9801.820000000012,85.0,2807.1499999999974,2277.3099999999986,67.03999999999998,68054.70000000003,-6994.670000000015,-249.17336088203413,0.22911051212938,0.2863906907084596
9744,FREDERICK WILDMAN & SONS,19175,Melini Chianti DOCG Riserva,7.38,11.99,750.0,1875,13837.49999999999,2350.0,28069.500000000528,16284.28999999974,260.90000000000674,3999.93,14232.000000000537,50.70272003420179,1.2533333333333334,2.0285094850948906
2242,DELICATO VINEYARDS INC,26166,Black Stallion Est Svgn B 15,13.1,18.99,750.0,811,10624.100000000006,469.0,7034.309999999972,3871.419999999975,52.17999999999996,7982.649999999999,-3589.7900000000336,-51.03258173154222,0.5782983970406905,0.6621087903916537
17035,PERNOD RICARD USA,8131,Lillet White French Aperiti,10.38,17.99,750.0,4853,50374.13999999987,4821.0,86729.7900000023,55103.36999999876,534.7900000000246,123780.21999999996,36355.65000000242,41.9182958934888,0.99340614053163,1.7217125691873354
2000,SOUTHERN WINE & SPIRITS NE,16047,Entwine Pnt Grigio,6.8,13.99,750.0,48,326.4,39.0,545.6100000000001,181.87,4.360000000000001,19016.59,219.21000000000012,40.17704954088087,0.8125,1.6715992647058828
6355,NICHE W & S,5462,Barenjager Honey Liqueur,14.7,21.99,750.0,3074,45187.79999999987,3115.0,64185.84999999932,51570.02999999913,2456.409999999952,551.2099999999999,18998.049999999443,29.59850185048519,1.013337670787248,1.42042431806814
17035,PERNOD RICARD USA,613,Beefeater 24,20.46,25.99,1000.0,6,122.76,12.0,311.88,233.91000000000005,12.6,123780.21999999996,189.12,60.63870719507504,2.0,2.5405669599217986
4425,MARTIGNETTI COMPANIES,19865,Clarendelle Brdx Rouge,13.01,18.99,750.0,42,546.42,259.0,4918.409999999981,2734.5599999999927,28.80999999999994,144929.24,4371.989999999981,88.89031211306089,6.166666666666667,9.001152959262072
8892,TRINCHERO FAMILY ESTATES,17041,Sutter Home Pink Moscato,5.26,9.99,1500.0,3174,16695.23999999996,3218.0,31135.98000000067,17140.919999999816,719.02000000002,11595.970000000005,14440.740000000707,46.37959042882349,1.013862633900441,1.8649615099873225
4848,LAIRD & CO,19334,Amadeo Chianti,5.47,7.99,750.0,24,131.28,24.0,191.76,7.99,2.7,1043.69,60.47999999999999,31.53942428035044,1.0,1.4606946983546618
8112,MOET HENNESSY USA INC,8612,Grand Marnier,45.79,67.99,1750.0,5583,255645.5699999993,5516.0,351316.8399999845,244095.85999998808,10139.19000000038,48347.26,95671.26999998518,27.23219017909571,0.9879992835393158,1.374234022517916
1587,VINEYARD BRANDS INC,21983,Massolino Barbera D'Alba,11.68,17.99,750.0,74,864.32,297.0,5343.029999999978,3364.1299999999846,32.929999999999936,6070.089999999999,4478.709999999978,83.82341106076508,4.013513513513513,6.181772954461285
9165,ULTRA BEVERAGE COMPANY LLP,33581,Masi Modello Delle Venezie,6.75,10.99,750.0,721,4866.75,673.0,7185.269999999937,5000.329999999942,74.39999999999982,68054.70000000003,2318.5199999999368,32.26768096397153,0.9334257975034674,1.476400061642767
9552,M S WALKER INC,13808,Tiziano Pnt Gr Delle Venezie,7.94,11.99,750.0,119,944.86,107.0,1282.93,167.86,12.019999999999998,55551.81999999999,338.07000000000016,26.351398751295875,0.8991596638655462,1.3577990390110706
653,STATE WINE & SPIRITS,16752,Pennywise Cab Svgn,7.99,11.99,750.0,60,479.4,47.0,540.5300000000001,278.7600000000001,5.220000000000001,8014.98,61.13000000000011,11.309270530775368,0.7833333333333333,1.1275135586149356
4425,MARTIGNETTI COMPANIES,26503,Leflaive Macon Verze,24.65,35.99,750.0,208,5127.2,167.0,6010.329999999993,1835.49,18.68999999999999,144929.24,883.1299999999928,14.693535962251556,0.8028846153846154,1.1722441098455283
10754,PERFECTA WINES,39472,Acorn Sangiovese Alegria RRV,18.06,27.99,750.0,314,5670.84,302.0,8434.979999999974,4860.249999999978,33.52999999999994,28720.52,2764.139999999974,32.76996507401301,0.961783439490446,1.487430433586554
9165,ULTRA BEVERAGE COMPANY LLP,25736,Moulin de Gassac Guilhem Red,5.47,7.99,750.0,830,4540.1,713.0,5696.869999999966,2604.739999999987,79.3699999999999,68054.70000000003,1156.769999999966,20.30536066296006,0.8590361445783132,1.2547895420805637
4425,MARTIGNETTI COMPANIES,23130,Alexanders Crown Cab Svgn,46.66,72.99,750.0,36,1679.76,74.0,5389.259999999995,3199.5599999999968,8.210000000000003,144929.24,3709.4999999999945,68.83134233642463,2.055555555555556,3.208351193027572
1601,VRANKEN AMERICA,32084,Heidsieck Brut Monopole Epe,18.91,27.99,750.0,4337,82012.66999999987,4398.0,126761.0200000013,57945.14999999892,490.18000000001246,1048.9699999999998,44748.35000000143,35.30134894780822,1.0140650219045424,1.5456272792972294
9815,WINE GROUP INC,19019,Save Me San Francisco Merlot,7.53,10.99,750.0,24,180.72,6.0,65.94,54.95,0.66,27100.41,-114.78,-174.06733393994543,0.25,0.3648738379814077
8004,SAZERAC CO INC,1920,Bowman Brothers Small Batch,22.55,29.99,750.0,934,21061.69999999995,851.0,25521.49000000027,21592.80000000017,671.3299999999992,50293.62000000002,4459.790000000321,17.47464587686798,0.911134903640257,1.2117488141983
9165,ULTRA BEVERAGE COMPANY LLP,38549,Stemmari Nero D'Avola,4.82,6.99,750.0,8884,42820.8799999996,8782.0,66708.17999999982,25524.74000000132,980.7900000000376,68054.70000000003,23887.30000000022,35.80865195242965,0.9885186852769025,1.5578423423339371
9552,M S WALKER INC,27360,Cappezzana Trefiano Carmigno,34.24,49.99,750.0,60,2054.4,6.0,299.94,249.95,0.66,55551.81999999999,-1754.46,-584.9369873974795,0.1,0.1459988317757009
4425,MARTIGNETTI COMPANIES,24975,Tenshen White,11.76,17.99,750.0,48,564.48,256.0,4605.439999999984,2374.6799999999967,28.519999999999943,144929.24,4040.959999999984,87.74319066147855,5.333333333333333,8.15873015873013
3252,E & J GALLO WINERY,23064,Liberty Creek Moscato,1.94,2.99,500.0,36,69.84,13.0,40.37000000000001,34.39000000000001,1.0199999999999998,61966.91,-29.46999999999999,-72.99975229130538,0.3611111111111111,0.5780355097365408
10754,PERFECTA WINES,506,Robert Sinskey Pnt Gris,16.77,24.99,375.0,24,402.48,23.0,574.77,299.88000000000005,1.3100000000000005,28720.52,172.28999999999996,29.97546844824886,0.9583333333333334,1.4280709600477042
9165,ULTRA BEVERAGE COMPANY LLP,22801,Fetzer Valley Oaks Cab Svgn,6.57,13.99,1500.0,2947,19361.789999999928,3290.0,42956.10000000024,26145.970000000947,733.5600000000267,68054.70000000003,23594.31000000031,54.926564562425774,1.1163895486935866,2.2186016892033438
3960,DIAGEO NORTH AMERICA INC,3697,Ciroc Pineapple Vodka,1.58,1.99,50.0,30,47.4,71.0,141.28999999999996,45.77,3.6599999999999993,257032.0700000001,93.88999999999996,66.45197820086346,2.3666666666666667,2.980801687763712
660,SAZERAC NORTH AMERICA INC.,2784,Lauders,7.25,9.79,1000.0,98,710.5,99.0,969.209999999999,783.1999999999994,103.94999999999987,17932.329999999994,258.709999999999,26.6928735774496,1.010204081632653,1.364123856439126
8673,STE MICHELLE WINE ESTATES,6358,Dom Ste Michelle Brut Cuvee,8.55,12.99,750.0,2071,17707.05000000002,2058.0,27837.42000000025,13320.20999999982,229.35000000000332,15919.700000000004,10130.370000000225,36.39119573581221,0.993722839208112,1.5721094140469594
9165,ULTRA BEVERAGE COMPANY LLP,22924,Patricius Sarga Muskotaly,12.16,17.99,750.0,160,1945.6,278.0,2317.219999999998,1556.2300000000014,30.849999999999948,68054.70000000003,371.6199999999981,16.03732058242197,1.7375,1.1910053453947358
8112,MOET HENNESSY USA INC,13363,Newton Red Label Cab Svgn,10.96,16.99,750.0,1075,11782.000000000022,825.0,14389.249999999887,8555.09999999992,91.55999999999985,48347.26,2607.2499999998654,18.119429435167824,0.7674418604651163,1.221290952300107
17035,PERNOD RICARD USA,176,Seagrams Twisted Lime Gin,13.59,16.99,1750.0,12,163.08,12.0,203.88,33.98,22.04,123780.21999999996,40.79999999999998,20.0117716303708,1.0,1.2501839587932302
200,AMERICAN SPIRITS EXCHANGE,20789,Zin-phomaniac Znfdl,9.73,14.99,750.0,96,934.08,84.0,1511.1600000000003,287.84000000000003,9.43,6.19,577.0800000000003,38.18788215675376,0.875,1.6178057553956835
10754,PERFECTA WINES,15860,Merriam Vyds Rose of Pnt Nr,6.12,19.99,750.0,392,2399.04,392.0,7836.079999999975,4117.939999999979,43.57999999999995,28720.52,5437.039999999975,69.384692346173,1.0,3.2663398692810355
8673,STE MICHELLE WINE ESTATES,38631,Columbia Crest Gr Ests Syrah,2.95,4.49,750.0,209,616.5500000000001,209.0,938.4100000000002,157.15,23.48,15919.700000000004,321.8600000000001,34.298440979955465,1.0,1.522033898305085
90047,CRUSH WINES,17611,True Myth Chard,5.22,7.99,750.0,1753,9150.660000000007,1442.0,18664.57999999996,10305.079999999867,160.36000000000166,1457.7299999999998,9513.919999999953,50.97312663879912,0.8225898459783229,2.0396976830086517
7153,PINE STATE TRADING CO,46817,Alexander Vly Vyds Sin Znfdl,12.9,19.99,750.0,24,309.6,24.0,479.76,39.98,2.7,15884.819999999998,170.15999999999997,35.46773386693346,1.0,1.549612403100775
7245,PROXIMO SPIRITS INC.,503,Jose Cuervo Tropina,13.92,19.49,1000.0,18,250.56,18.0,350.82,58.47,18.9,38994.78000000001,100.26,28.578758337609028,1.0,1.4001436781609196
4425,MARTIGNETTI COMPANIES,41122,King Est Domaine Pnt Gris,16.23,24.99,750.0,80,1298.4,55.0,1470.4500000000005,1026.61,6.1000000000000005,144929.24,172.05000000000018,11.700499846985627,0.6875,1.1325092421441776
4425,MARTIGNETTI COMPANIES,26502,Laroche Chablis St Martin,15.06,21.99,750.0,168,2530.08,16.0,351.84000000000003,197.91000000000005,1.7800000000000005,144929.24,-2178.24,-619.0995907230558,0.0952380952380952,0.1390627964333143
4425,MARTIGNETTI COMPANIES,45246,Shoofly Shiraz,7.23,10.99,750.0,5431,39266.12999999996,5418.0,38679.8200000002,12318.759999999682,606.6600000000085,144929.24,-586.3099999997576,-1.5158033310386514,0.99760633400847,0.9850683018672898
9165,ULTRA BEVERAGE COMPANY LLP,21771,Jamieson Ranch Cab Svgn,23.48,34.99,750.0,72,1690.56,65.0,2274.35,1399.6,7.2200000000000015,68054.70000000003,583.79,25.66843273902434,0.9027777777777778,1.3453234431194396
4425,MARTIGNETTI COMPANIES,765,Vincent Van Gogh Dutch Choc,20.58,27.99,750.0,70,1440.6,50.0,1399.5000000000002,1231.5600000000002,39.44999999999997,144929.24,-41.09999999999991,-2.9367631296891674,0.7142857142857143,0.9714702207413578
9165,ULTRA BEVERAGE COMPANY LLP,24118,Cecchi La Mora Morellino,9.93,17.99,750.0,323,3207.389999999999,336.0,5129.63999999997,3603.629999999978,37.1799999999999,68054.70000000003,1922.2499999999716,37.4733899454929,1.040247678018576,1.5993190725168975
1189,BULLY BOY DISTILLERS,3047,Bully Boy Vodka,20.73,27.99,750.0,739,15319.470000000005,717.0,17696.82999999997,10713.669999999924,565.0000000000007,609.3900000000002,2377.359999999964,13.433818373120884,0.9702300405953992,1.1551855253478067
9819,TREASURY WINE ESTATES,31201,Beringer Fndrs Est Cab Svgn,6.03,8.99,750.0,5540,33406.20000000017,5536.0,57529.64000000007,26154.8400000012,616.7800000000242,14836.570000000003,24123.439999999893,41.93219356144044,0.9992779783393502,1.722124635546688
1590,DIAGEO CHATEAU ESTATE WINES,11321,BV GDL Private Rsv Cab Svgn,77.88,114.49,750.0,44,3426.72,40.0,4799.599999999999,2879.7599999999984,4.46,7259.75,1372.8799999999992,28.60405033752812,0.9090909090909092,1.4006396787598634
2000,SOUTHERN WINE & SPIRITS NE,14236,Copa di Vino Chard,1.71,2.49,187.0,356,608.76,604.0,1503.9600000000034,829.1700000000025,17.58999999999999,19016.59,895.2000000000035,59.52285965052271,1.696629213483146,2.47053025822985
1392,CONSTELLATION BRANDS INC,10531,Franciscan Est Svgn Bl Napa,9.86,14.99,750.0,493,4860.9800000000005,431.0,6726.689999999952,4329.189999999968,47.71999999999986,79528.99,1865.709999999952,27.735929558222026,0.8742393509127789,1.3838135519997925
10754,PERFECTA WINES,21440,Cheval Blanc,583.89,869.99,750.0,3,1751.67,3.0,2609.97,869.99,0.34,28720.52,858.2999999999997,32.88543546477545,1.0,1.4899895528267308
3960,DIAGEO NORTH AMERICA INC,204,Smirnoff Pineapple,10.6,13.99,1000.0,14,148.4,11.0,159.39,144.9,11.550000000000002,257032.0700000001,10.990000000000007,6.895037329819943,0.7857142857142857,1.074056603773585
9165,ULTRA BEVERAGE COMPANY LLP,3565,Ultimat Vodka,25.98,38.99,750.0,204,5299.92,533.0,17597.66999999998,7832.629999999962,420.00000000000114,68054.70000000003,12297.74999999998,69.88283107934173,2.612745098039216,3.320365213059816
7153,PINE STATE TRADING CO,23949,Ch Valfontaine 10,6.49,9.99,750.0,104,674.96,294.0,2937.0599999999904,1448.550000000001,32.70999999999995,15884.819999999998,2262.0999999999904,77.01919606681504,2.826923076923077,4.351457864169714
8673,STE MICHELLE WINE ESTATES,16814,H3 Horse Heaven Hills Red Co,8.1,11.99,750.0,2274,18419.40000000005,2151.0,26609.4900000002,13213.319999999803,239.46000000000345,15919.700000000004,8190.090000000149,30.778831161364188,0.945910290237467,1.4446447767028312
9552,M S WALKER INC,14493,Carmel Road Pnt Gris,6.41,9.29,750.0,12,76.92,12.0,111.48,9.29,1.35,55551.81999999999,34.56,31.0010764262648,1.0,1.4492979719188768
3960,DIAGEO NORTH AMERICA INC,1598,Johnnie Walker Odyssey,736.43,949.99,750.0,11,8100.73,9.0,8549.91,8549.91,7.11,257032.0700000001,449.1800000000003,5.253622552752021,0.8181818181818182,1.0554493237029257
9165,ULTRA BEVERAGE COMPANY LLP,1790,Morrigan Irish Whiskey,15.5,27.99,750.0,28,434.0,79.0,1635.2100000000005,967.5400000000004,62.23999999999998,68054.70000000003,1201.2100000000005,73.4590664196036,2.821428571428572,3.7677649769585257
1392,CONSTELLATION BRANDS INC,29996,Wild Horse CC Cab Svgn,10.12,16.99,750.0,3591,36340.92,4105.0,70088.9500000002,39760.76000000053,456.0300000000174,79528.99,33748.0300000002,48.150286172071496,1.1431356168198274,1.9286509532505007
9165,ULTRA BEVERAGE COMPANY LLP,22223,Auspicion Cabernet Sauvignon,9.14,13.99,750.0,24,219.36,3.0,41.97,41.97,0.33,68054.70000000003,-177.39,-422.6590421729807,0.125,0.1913293216630196
9165,ULTRA BEVERAGE COMPANY LLP,38641,Opici Marsala Cal,9.26,13.99,1500.0,83,768.5799999999999,67.0,937.33,181.87,15.06,68054.70000000003,168.75,18.00326459197935,0.8072289156626506,1.2195607483931403
10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,41274,449061.11999999353,39387.0,658288.1299999481,155090.73000000406,4415.599999999919,17587.59,209227.00999995452,31.783500334416036,0.9542811455153364,1.465921008703576
7153,PINE STATE TRADING CO,16912,Ch Julien Royalty Red,3.44,5.29,750.0,12,41.28,12.0,63.48,5.29,1.35,15884.819999999998,22.2,34.97164461247637,1.0,1.5377906976744184
10754,PERFECTA WINES,37790,Merriam Merlot RRV,16.88,27.99,750.0,460,7764.800000000004,343.0,8952.569999999963,5607.849999999971,38.05999999999991,28720.52,1187.7699999999595,13.267363449824623,0.7456521739130435,1.1529685246239387
9552,M S WALKER INC,38412,Excelsior S Afr Chard,5.88,10.99,750.0,359,2110.92,352.0,3322.4799999999896,1920.9700000000016,39.02999999999992,55551.81999999999,1211.55999999999,36.46553177144765,0.98050139275766,1.573948799575536
7153,PINE STATE TRADING CO,21371,Nodus Red,7.09,10.99,750.0,60,425.4,12.0,155.88,12.99,1.35,15884.819999999998,-269.52,-172.9022324865281,0.2,0.3664315937940762
6213,MHW LTD,5929,RumChata Liqueur,34.88,44.99,1750.0,3767,131392.9599999994,3224.0,130097.76000000363,96065.2300000029,5926.790000000184,9621.580000000002,-1295.199999995777,-0.995559031912418,0.8558534642951952,0.9901425464500092
4425,MARTIGNETTI COMPANIES,26239,Sokol Blosser Rose of Pnt Nr,12.58,18.99,750.0,845,10630.099999999997,810.0,15381.899999999912,8146.709999999931,90.03999999999989,144929.24,4751.799999999916,30.892152464909685,0.9585798816568049,1.447013668733118
11567,CAMPARI AMERICA,4141,Wild Turkey American Honey,0.71,0.99,50.0,23925,16986.750000000033,18706.0,18518.939999999617,4028.3099999995807,977.0500000000012,20964.81,1532.189999999584,8.273637692004055,0.7818599791013584,1.0901991257891934
6785,PALM BAY INTERNATIONAL INC,43432,Montgras RSV Svgn Bl Casabln,3.94,5.99,750.0,5326,20984.44000000001,4940.0,29590.60000000032,9613.949999999728,553.0900000000091,13605.409999999998,8606.160000000309,29.084101032085247,0.9275253473526098,1.410121023005632
3252,E & J GALLO WINERY,2534,The Dalmore 12Yr Single Malt,35.99,44.99,750.0,1571,56540.29000000012,1574.0,95329.26000000128,82261.44000000077,1241.7399999999795,61966.91,38788.97000000116,40.68946931928417,1.0019096117122852,1.686041228299343
4425,MARTIGNETTI COMPANIES,24787,Rodney Strong Chard Sonoma C,12.98,19.99,750.0,894,11604.120000000008,1089.0,21769.110000000088,13313.339999999878,120.75999999999976,144929.24,10164.99000000008,46.69455940091275,1.2181208053691277,1.875981117051536
4425,MARTIGNETTI COMPANIES,26762,Chalk Hill Pnt Nr Sonoma Cst,9.72,14.49,750.0,5389,52381.07999999992,3430.0,51414.20000000016,11556.289999999864,384.8500000000026,144929.24,-966.8799999997646,-1.880569959271488,0.63648172202635,0.9815414267899828
17035,PERNOD RICARD USA,1667,Redbreast 21 Yr Old Irish,153.84,199.99,750.0,30,4615.2,47.0,11749.529999999992,10999.559999999992,37.11999999999997,123780.21999999996,7134.329999999992,60.72013093289687,1.5666666666666669,2.545833333333332
7153,PINE STATE TRADING CO,14505,Gazela Vinho Verde,6.75,9.99,750.0,24,162.0,19.0,189.81,99.9,2.12,15884.819999999998,27.81,14.65149359886202,0.7916666666666666,1.1716666666666666
2000,SOUTHERN WINE & SPIRITS NE,21858,Willamette Vly Elton Pnt Nr,25.97,49.99,750.0,24,623.28,26.0,1115.74,947.78,2.870000000000001,19016.59,492.46,44.1375230788535,1.0833333333333333,1.790110383776152
10754,PERFECTA WINES,20517,Hauts de Smith Rouge Pessac,22.81,35.99,750.0,36,821.1600000000001,161.0,5794.3899999999885,3347.0699999999924,17.869999999999987,28720.52,4973.229999999989,85.8283615704155,4.472222222222222,7.056347118710103
9552,M S WALKER INC,16202,Simple Life Chard,7.48,10.99,750.0,72,538.5600000000001,72.0,911.28,37.97,8.100000000000001,55551.81999999999,372.7199999999999,40.900711087700806,1.0,1.692067736185383
10000,MAJESTIC FINE WINES,17927,La Crema Pnt Nr Anderson Vly,25.16,36.99,750.0,12,301.92,4.0,147.96,73.98,0.45,17587.59,-153.96,-104.0551500405515,0.3333333333333333,0.4900635930047695
4425,MARTIGNETTI COMPANIES,29434,Clos du Val Merlot Napa,16.44,31.99,750.0,521,8565.239999999998,502.0,13062.97999999993,7983.929999999949,55.67999999999992,144929.24,4497.7399999999325,34.431194107316685,0.963531669865643,1.525115466700283
10754,PERFECTA WINES,26356,Le Val Grenache Rose,7.43,10.99,750.0,791,5877.129999999998,713.0,7835.869999999944,4549.859999999952,79.12999999999987,28720.52,1958.739999999946,24.997096684860264,0.9013906447534766,1.3332817208399248
8004,SAZERAC CO INC,2630,Old Pulteney Single Malt Sc,29.91,37.99,750.0,1844,55154.03999999985,1790.0,68916.09999999985,56874.2399999993,1411.739999999976,50293.62000000002,13762.059999999998,19.96929599904816,0.9707158351409978,1.2495204340425476
4380,CHARLES JACQUIN ET CIE INC,5014,Penn Dutch Pumpkin Cr Liquer,3.96,4.99,750.0,1816,7191.360000000014,2129.0,14881.709999999804,7668.029999999827,1676.789999999985,1675.3900000000008,7690.349999999788,51.67652104495982,1.1723568281938326,2.0693874315845364
9819,TREASURY WINE ESTATES,11038,Beringer Classic Merlot,4.51,6.99,750.0,162,730.62,93.0,535.0700000000002,207.6500000000001,10.389999999999995,14836.570000000003,-195.54999999999984,-36.54662006840223,0.5740740740740741,0.7323506063343463
7153,PINE STATE TRADING CO,25445,Maynard's 10 Yr Tawny Port,13.51,19.99,750.0,649,8767.989999999998,481.0,9615.18999999994,6776.60999999995,53.24999999999984,15884.819999999998,847.1999999999425,8.811058335820174,0.7411402157164869,1.0966241977921898
9552,M S WALKER INC,26392,Pepperwood Grove Pnt Nr,5.29,7.99,750.0,931,4924.989999999995,1257.0,9378.429999999891,4532.929999999929,139.8800000000004,55551.81999999999,4453.439999999896,47.48598646041979,1.3501611170784102,1.9042536126976704
